city_name,index_value
恩施土家族苗族自治州,281.9
宜昌市,2308.2
怒江傈僳族自治州,0.0
柳州市,1527.8
平凉市,607.4
眉山市,909.1
青岛市,3926.6
新乡市,1200.8
乌海市,944.0
黔西南布依族苗族自治州,266.6
晋城市,955.7
广州市,5726.6
吉林市,1641.0
九江市,1359.5
漳州市,1482.6
来宾市,475.3
张家口市,1569.3
德州市,1520.5
胡杨河市,0.0
固原市,479.1
抚顺市,850.9
安庆市,1427.9
白杨市,419.3
新星市,213.8
克拉玛依市,965.3
湘潭市,993.0
昆玉市,279.6
惠州市,2531.1
可克达拉市,351.2
襄阳市,2063.7
南宁市,2461.3
南充市,1193.2
酒泉市,861.5
淄博市,1303.6
图木舒克市,443.4
阿拉尔市,433.0
焦作市,986.9
石河子市,764.8
赤峰市,1173.1
双河市,0.0
铁门关市,284.1
北屯市,255.1
五家渠市,274.8
韶关市,1198.6
朔州市,895.3
四平市,662.9
新余市,719.2
南平市,787.5
哈尔滨市,6723.0
成都市,5671.3
河池市,617.8
中卫市,675.6
本溪市,876.0
承德市,1241.0
聊城市,1303.8
衡阳市,1434.0
湘西土家族苗族自治州,415.6
杭州市,6310.7
玉树藏族自治州,162.0
武威市,901.2
临夏回族自治州,426.7
黄山市,3636.0
徐州市,4267.7
济宁市,1387.4
揭阳市,1435.6
那曲市,483.9
郑州市,3528.6
通辽市,1198.4
贵港市,646.5
安康市,1154.0
昌吉回族自治州,352.1
晋中市,585.2
大庆市,1010.8
普洱市,1035.9
白城市,686.9
香港特别行政区,0.0
石嘴山市,379.3
荆州市,1586.6
沧州市,1413.4
三门峡市,1177.2
海西蒙古族藏族自治州,453.3
云浮市,637.1
张掖市,1161.3
滁州市,1563.2
泰安市,1169.2
无锡市,3313.6
大兴安岭地区,323.5
鄂尔多斯市,2078.2
阿拉善盟,517.9
山南市,272.1
开封市,1914.3
重庆市,6599.4
钦州市,1232.3
榆林市,1332.4
伊春市,1783.0
运城市,1156.8
丽江市,1458.9
黄冈市,939.5
吴忠市,589.8
南阳市,1779.5
乌鲁木齐市,3004.0
和田地区,336.0
海南藏族自治州,233.4
海东市,853.8
武汉市,5656.3
儋州市,1117.8
甘孜藏族自治州,629.8
内江市,914.6
烟台市,1667.5
南京市,7131.3
白银市,4984.2
郴州市,2057.5
呼伦贝尔市,1505.8
防城港市,1481.9
北京市,9446.4
洛阳市,3806.7
澳门特别行政区,0.0
汉中市,1396.1
吉安市,1110.0
丽水市,1404.1
忻州市,3651.4
中山市,1188.6
鹤岗市,1118.1
白山市,559.5
咸宁市,1082.9
宿迁市,1673.4
济源市,928.4
营口市,857.1
商丘市,1362.9
果洛藏族自治州,161.4
三沙市,962.2
黄石市,1371.9
阿坝藏族羌族自治州,529.1
潍坊市,1572.1
天水市,1211.3
永州市,1279.0
巴彦淖尔市,1120.4
北海市,2392.0
平顶山市,1172.7
宜春市,1234.4
台州市,2762.1
东方市,1354.3
延安市,1571.8
万宁市,1170.4
文昌市,789.0
双鸭山市,572.6
临沧市,650.2
松原市,575.3
随州市,1003.9
资阳市,850.3
银川市,1876.6
泰州市,1871.1
神农架林区,0.0
阜新市,906.7
琼海市,534.5
五指山市,694.5
信阳市,1601.9
湖州市,2462.0
黄南藏族自治州,232.2
抚州市,1186.2
清远市,1208.8
天津市,5727.7
嘉峪关市,1486.9
乌兰察布市,1610.2
阿里地区,1010.9
连云港市,2922.0
克孜勒苏柯尔克孜自治州,331.2
日喀则市,1196.7
渭南市,927.1
铜仁市,923.4
玉溪市,2106.2
江门市,1262.7
益阳市,833.2
广元市,1051.1
芜湖市,1835.1
塔城地区,319.4
嘉兴市,1781.0
西宁市,2271.2
上饶市,1232.1
东莞市,3058.2
南通市,2255.1
辽阳市,771.6
巴中市,790.9
六安市,1270.8
金昌市,446.0
廊坊市,1229.6
拉萨市,1430.4
喀什地区,375.0
阿勒泰地区,282.6
毕节市,966.4
福州市,2544.0
咸阳市,1706.6
文山壮族苗族自治州,242.2
湛江市,1772.8
曲靖市,1253.6
蚌埠市,2241.1
绵阳市,1320.7
温州市,2086.3
苏州市,4976.3
阜阳市,2156.2
林芝市,1111.1
衡水市,1067.4
许昌市,1406.8
佳木斯市,1285.7
宝鸡市,1266.7
昭通市,975.3
大理白族自治州,249.9
定西市,545.6
茂名市,1078.5
伊犁哈萨克自治州,387.6
宁波市,3425.8
兰州市,2715.7
临汾市,1144.4
常州市,3478.1
宿州市,1266.2
潮州市,1387.6
昌都市,606.0
玉林市,800.5
海北藏族自治州,255.4
漯河市,1070.0
七台河市,481.8
西双版纳傣族自治州,225.1
陇南市,810.8
保山市,611.0
遂宁市,1126.1
合肥市,3079.2
铜川市,581.7
